tier,layer,component,perturbation,mean_restoration,std_restoration
tier_2,16,residual,code_switching,0.03245,0.0413
tier_2,16,residual,standard_translation,0.0157,0.104975
tier_2,16,residual,transliteration,0.0637,0.052000000000000005
tier_2,17,attn_out,code_switching,0.006,0.011475
tier_2,17,attn_out,standard_translation,-0.005775,0.008
tier_2,17,attn_out,transliteration,0.009375,0.006574999999999999
tier_2,17,mlp_out,code_switching,0.001875,0.005725
tier_2,17,mlp_out,standard_translation,-0.015600000000000001,0.031425
tier_2,17,mlp_out,transliteration,0.001775,0.0159
tier_2,17,residual,code_switching,0.0409,0.05627499999999999
tier_2,17,residual,standard_translation,0.015550000000000001,0.08935
tier_2,17,residual,transliteration,0.059325,0.04425
tier_2,18,attn_out,code_switching,0.00135,0.00375
tier_2,18,attn_out,standard_translation,-0.005200000000000001,0.0135
tier_2,18,attn_out,transliteration,0.001875,0.005875
tier_2,18,mlp_out,code_switching,0.008225,0.0177
tier_2,18,mlp_out,standard_translation,0.0052250000000000005,0.010325
tier_2,18,mlp_out,transliteration,0.002275,0.009275
tier_2,18,residual,code_switching,0.040525,0.0485
tier_2,18,residual,standard_translation,0.011450000000000002,0.055624999999999994
tier_2,18,residual,transliteration,0.041925,0.029975
tier_2,19,attn_out,code_switching,0.00012500000000000003,0.002225
tier_2,19,attn_out,standard_translation,0.003525,0.009825
tier_2,19,attn_out,transliteration,0.0015,0.004625
tier_2,19,mlp_out,code_switching,0.00555,0.00685
